file_path,filename,extension,size_bytes,size_mb,directory,is_content_candidate,content_category,quality_score
drive_downloads/ops record 3.mp4,ops record 3.mp4,.mp4,3478411139,3317.2713651657104,drive_downloads,True,video,4
"drive_downloads/Daily, Passive SF Consume.MOV","Daily, Passive SF Consume.MOV",.mov,65143520,62.125701904296875,drive_downloads,True,video,4
drive_downloads/ShelseaEvans.mp4,ShelseaEvans.mp4,.mp4,989866730,944.01047706604,drive_downloads,True,video,4
drive_downloads/Caroline Typing Video.mp4,Caroline Typing Video.mp4,.mp4,1304466344,1244.0360488891602,drive_downloads,True,video,4
drive_downloads/files/row_429_IMG_0084.MOV,row_429_IMG_0084.MOV,.mov,189781486,180.9897289276123,drive_downloads/files,True,video,4
youtube_downloads/James_Kirton_OPS_Typing_1_OPS Typing Video Part 1.mkv,James_Kirton_OPS_Typing_1_OPS Typing Video Part 1.mkv,.mkv,597314111,569.6431264877319,youtube_downloads,True,video,4
youtube_downloads/xzA6hqpbBuA.mp4,xzA6hqpbBuA.mp4,.mp4,7116761,6.78707218170166,youtube_downloads,True,video,4
youtube_downloads/U-5r65-sDoc.mp4,U-5r65-sDoc.mp4,.mp4,388533864,370.5347671508789,youtube_downloads,True,video,4
youtube_downloads/Dmmff9nv1b4.mp4,Dmmff9nv1b4.mp4,.mp4,91165414,86.94211387634277,youtube_downloads,True,video,4
youtube_downloads/QZAEPlbe9_s.mp4,QZAEPlbe9_s.mp4,.mp4,68289468,65.12591171264648,youtube_downloads,True,video,4
youtube_downloads/QbdavC0beys.mp4,QbdavC0beys.mp4,.mp4,166486334,158.77374076843262,youtube_downloads,True,video,4
youtube_downloads/DlCt_8wOnFQ.mp4,DlCt_8wOnFQ.mp4,.mp4,3452056650,3292.1377658843994,youtube_downloads,True,video,4
youtube_downloads/Np30JccBMlw.mp4,Np30JccBMlw.mp4,.mp4,52622496,50.184722900390625,youtube_downloads,True,video,4
youtube_downloads/9urpASCqbg8.mp4,9urpASCqbg8.mp4,.mp4,282780171,269.6801862716675,youtube_downloads,True,video,4
youtube_downloads/w72Ctamx724.mp4,w72Ctamx724.mp4,.mp4,233958558,223.120267868042,youtube_downloads,True,video,4
youtube_downloads/James_Kirton_CRG_Typing_1_CRG TYPING VIDEO PART 1.mkv,James_Kirton_CRG_Typing_1_CRG TYPING VIDEO PART 1.mkv,.mkv,643704307,613.8842649459839,youtube_downloads,True,video,4
youtube_downloads/AR4h4x1VMac.mp4,AR4h4x1VMac.mp4,.mp4,29358054,27.998022079467773,youtube_downloads,True,video,4
youtube_downloads/Md6Pefz1yHg.mp4,Md6Pefz1yHg.mp4,.mp4,37708277,35.96141529083252,youtube_downloads,True,video,4
youtube_downloads/dQw4w9WgXcQ.mp4,dQw4w9WgXcQ.mp4,.mp4,19183477,18.29478931427002,youtube_downloads,True,video,4
youtube_downloads/LpYYJFSAGNA.mp4,LpYYJFSAGNA.mp4,.mp4,47993109,45.769795417785645,youtube_downloads,True,video,4
